accuracy,loss,val_accuracy,val_loss,val_kappa,val_f1_macro
0.19098857045173645,1.9236595630645752,0.33542436361312866,1.8810516595840454,0.03187135434984267,0.1497729238594769
0.19723954796791077,1.818640112876892,0.35097384452819824,1.8143424987792969,0.09521002860825656,0.21654668061569066
0.27360403537750244,1.6973869800567627,0.48640865087509155,1.3861862421035767,0.1224669808591492,0.23719914862676367
0.32803627848625183,1.610457420349121,0.3944949209690094,1.5422255992889404,0.20213068076005947,0.32900498579501386
0.30723896622657776,1.6068328619003296,0.19776323437690735,1.832119345664978,0.03081584832506412,0.1318264675528042
0.33404624462127686,1.486033320426941,0.11356816440820694,3.690797805786133,0.014361783141397133,0.08407682076023841
0.3432440161705017,1.4245803356170654,0.5310233235359192,1.3621509075164795,0.21910306935252155,0.3533627872256272
0.3423440456390381,1.3674852848052979,0.2830740213394165,2.1167335510253906,0.20374610500705015,0.293048071081423
0.4373149871826172,1.1791764497756958,0.4483061730861664,1.5159246921539307,0.11570894131555853,0.2517404021437171
0.432202011346817,1.2460932731628418,0.27507758140563965,2.024573564529419,0.09912129470807929,0.24102105024980786
0.5325630903244019,1.1712143421173096,0.18157775700092316,2.2494115829467773,0.0982257183003361,0.19135998579519098
0.5764735341072083,1.0751292705535889,0.5391554832458496,1.3604347705841064,0.22254154930248882,0.30193191542134934
0.45402151346206665,1.1280239820480347,0.5229406356811523,1.2309287786483765,0.18729632926451945,0.30192527164194416
0.42321181297302246,1.3652430772781372,0.5639514923095703,1.2165088653564453,0.15823038259582,0.28737486114902305
0.4968187212944031,1.182008981704712,0.3276962637901306,1.8108469247817993,0.24261386372528293,0.3141612549975433
0.4572717547416687,1.192218542098999,0.32226377725601196,1.631500005722046,0.18682674222368578,0.288740130301524
0.4561273455619812,1.211293339729309,0.5784885287284851,1.2499221563339233,0.19251129088013363,0.32817291919625874
0.5383569002151489,1.0725160837173462,0.5210805535316467,1.2526371479034424,0.2052066627319148,0.3174620176360125
0.5112869143486023,1.0832641124725342,0.471904993057251,1.408663034439087,0.29229815549206517,0.41039025638343674
0.49934226274490356,1.189470887184143,0.5943588018417358,1.068786382675171,0.17830797853833735,0.3066959819499005
0.5164362192153931,1.1823418140411377,0.5589203834533691,1.1919058561325073,0.33260765418620253,0.40411510126814926
0.5990480780601501,1.0317888259887695,0.6690589189529419,0.9251202344894409,0.3555850815980378,0.44538599106661075
0.4371207356452942,1.2259267568588257,0.5786135792732239,1.3422954082489014,0.17524089937197784,0.307330163782123
0.5137066841125488,1.1569674015045166,0.2963552176952362,2.013378381729126,0.15596311132377272,0.254006604409207
0.5572847723960876,1.0963131189346313,0.20469486713409424,2.31095814704895,0.12352076474533691,0.2282662019961323
0.449737548828125,1.0585553646087646,0.5756627321243286,1.2726138830184937,0.2254036113698522,0.32085461985064584
0.5299604535102844,1.1015006303787231,0.37203288078308105,1.5082378387451172,0.15286013894504624,0.24768661315788063
0.47659772634506226,1.194911003112793,0.5323683619499207,1.1817901134490967,0.3020985501973552,0.38024175741754623
0.561691403388977,1.108619213104248,0.560375452041626,1.1586520671844482,0.29722112648585175,0.4191787090228868
0.5596529841423035,1.1242125034332275,0.5336054563522339,1.2443917989730835,0.17587718118885676,0.322395533480959
